review_count,rating,price,categories,is_closed
159,3.0,2,diners,1
181,4.5,2,wine_bars,1
237,3.5,2,vietnamese,1
252,3.5,2,breakfast_brunch,1
78,4.5,2,beerbar,1
217,4.0,2,persian,1
508,3.5,2,french,1
557,4.0,2,vegetarian,1
87,4.5,3,newamerican,1
391,4.0,2,ethiopian,1
129,4.0,2,pizza,1
1814,3.5,2,thai,1
1238,4.0,2,cajun,1
779,3.5,2,tradamerican,1
452,4.0,3,french,1
332,3.5,1,bars,1
194,4.0,2,latin,1
28,4.0,1,bars,1
290,4.0,1,coffee,1
347,4.0,2,bars,1
506,3.5,1,tradamerican,1
365,4.0,3,newamerican,1
231,2.5,1,divebars,1
118,4.5,2,cocktailbars,1
1603,3.0,2,latin,1
61,4.0,2,tradamerican,1
186,4.0,2,mexican,1
251,4.0,2,mexican,1
414,3.5,2,diners,1
102,4.0,2,steak,1
148,4.0,2,candy,1
26,4.0,1,turkish,1
40,4.5,1,poolhalls,1
67,4.0,2,korean,1
242,3.5,2,mexican,1
137,3.0,2,juicebars,1
50,4.0,2,cafes,1
98,4.5,2,italian,1
1154,4.0,1,shavedice,1
255,4.0,2,thai,1
172,4.0,2,asianfusion,1
489,4.0,2,japanese,1
183,4.0,2,wine_bars,1
82,4.0,2,coffee,1
89,3.5,1,gaybars,1
133,4.5,2,pizza,1
1383,4.0,2,brazilian,1
409,3.0,2,tradamerican,1
66,3.0,2,chocolate,1
151,3.5,2,indpak,1
235,4.0,2,newamerican,1
477,3.5,1,hotdog,1
358,4.5,2,indpak,1
279,3.5,2,cantonese,1
202,3.0,2,chinese,1
540,3.5,1,dimsum,1
529,4.0,2,desserts,1
84,4.0,2,tikibars,1
1320,4.0,2,seafood,1
398,4.0,2,icecream,1
217,4.0,2,persian,1
124,3.5,2,tacos,1
259,4.5,2,thai,1
305,4.0,2,pizza,1
297,4.0,2,pizza,1
137,4.5,2,vegetarian,1
171,3.5,2,mexican,1
79,4.5,2,tea,1
891,4.0,2,icecream,1
367,4.0,2,japanese,1
105,4.0,1,coffee,1
812,4.0,2,tapas,1
163,4.0,1,coffee,1
708,4.0,2,shanghainese,1
191,4.0,2,bars,1
202,4.0,1,cocktailbars,1
346,4.0,2,spanish,1
1057,4.0,3,vegan,1
334,3.5,2,thai,1
318,4.5,2,chinese,1
103,3.5,2,juicebars,1
406,3.5,2,brazilian,1
912,4.0,2,bbq,1
785,4.0,2,breakfast_brunch,1
240,3.5,2,japanese,1
229,3.5,2,cuban,1
205,4.0,1,bakeries,1
113,3.0,2,cafes,1
14,4.0,1,musicvenues,1
390,3.5,2,bars,1
152,4.0,2,cocktailbars,1
112,4.0,3,bars,1
42,3.5,2,bakeries,1
695,4.0,2,italian,1
543,3.5,3,british,1
240,3.5,3,wine_bars,1
193,3.0,2,mexican,1
140,4.5,3,italian,1
1010,4.0,3,thai,1
209,4.5,2,wine_bars,1
525,4.0,2,japanese,1
189,4.0,3,italian,1
458,4.0,2,italian,1
451,3.5,2,chinese,1
1139,4.0,3,seafood,1
23,5.0,1,cafes,1
14,3.0,2,sandwiches,1
204,3.5,2,pubs,1
250,4.0,2,asianfusion,1
143,4.5,2,indonesian,1
763,4.0,2,mexican,1
360,4.0,2,wine_bars,1
265,3.5,2,italian,1
359,3.5,2,thai,1
461,3.5,2,bars,1
129,4.0,2,tradamerican,1
789,4.0,2,bakeries,1
88,3.5,2,bars,1
237,4.0,2,delis,1
285,4.5,2,cambodian,1
530,4.0,2,caribbean,1
244,4.0,2,italian,1
987,4.0,1,italian,1
246,4.0,3,french,1
331,3.5,2,mexican,1
132,4.0,4,french,1
285,3.5,1,cafes,1
499,3.5,2,vietnamese,1
281,3.5,1,pizza,1
264,4.0,2,food_court,1
50,4.0,2,cafes,1
295,4.0,2,newamerican,1
185,4.0,2,indpak,1
648,3.0,2,breakfast_brunch,1
252,3.5,2,chinese,1
88,4.0,2,pizza,1
186,4.0,2,bakeries,1
120,4.0,2,chinese,1
254,3.5,2,divebars,1
134,4.0,2,cafes,1
359,3.5,2,newamerican,1
83,4.0,1,desserts,1
22,4.5,2,cideries,1
131,4.0,2,newamerican,1
174,4.5,2,coffee,1
447,4.0,2,newamerican,1
384,4.5,2,wine_bars,1
501,3.0,2,bars,1
315,3.5,2,breakfast_brunch,1
146,3.5,3,newamerican,1
84,3.5,2,mideastern,1
21,3.0,1,delis,1
58,3.5,2,cocktailbars,1
229,3.5,2,newamerican,1
50,5.0,2,tea,1
160,4.0,2,kosher,1
62,3.0,2,salad,1
422,3.5,2,mideastern,1
84,3.0,2,diners,1
243,4.0,4,french,1
220,4.5,2,breakfast_brunch,1
750,4.0,2,diners,1
130,4.0,1,bakeries,1
967,4.0,2,italian,1
484,3.5,2,sportsbars,1
179,3.0,2,chinese,1
333,3.5,2,tradamerican,1
37,3.5,2,divebars,1
72,4.0,2,poke,1
115,3.5,2,sushi,1
201,4.0,2,coffee,1
44,3.5,1,chinese,1
516,3.5,2,caribbean,1
36,4.5,1,pizza,1
627,4.0,2,poke,1
288,4.0,2,wine_bars,1
290,4.0,1,coffee,1
662,3.5,2,wine_bars,1
190,4.0,2,asianfusion,1
35,3.5,1,hotdogs,1
319,4.0,2,french,1
196,4.0,3,newamerican,1
120,4.0,2,chinese,1
210,4.5,2,shavedice,1
274,4.0,2,bars,1
621,3.5,2,breakfast_brunch,1
42,2.0,1,hotdogs,1
247,3.5,3,cheese,1
213,4.0,2,basque,1
48,4.0,3,japanese,1
281,4.5,2,coffee,1
70,4.0,2,pizza,1
427,4.0,2,tradamerican,1
548,4.0,2,newamerican,1
1360,4.0,3,seafood,1
84,3.5,3,turkish,1
78,3.5,3,newamerican,1
82,3.0,2,cafes,1
198,4.0,2,italian,1
112,3.0,2,diners,1
671,4.0,2,wine_bars,1
163,4.0,2,french,1
1015,4.0,2,japanese,1
404,4.0,2,gastropubs,1
256,2.5,2,danceclubs,1
42,3.5,2,vietnamese,1
976,4.0,3,japanese,1
215,3.5,3,newamerican,1
110,3.5,2,salad,1
241,3.5,3,french,1
102,4.0,2,breakfast_brunch,1
495,3.5,3,tapasmallplates,1
541,3.5,4,sushi,1
57,3.0,3,steak,1
115,3.5,1,beer_and_wine,1
138,4.5,2,cocktailbars,1
437,4.0,2,chocolate,1
579,4.0,3,newamerican,1
1140,4.0,2,turkish,1
324,3.5,2,tradamerican,1
227,4.0,4,cocktailbars,1
70,3.5,4,cocktailbars,1
62,4.0,1,mags,1
320,4.0,2,seafood,1
189,3.5,2,irish,1
1606,4.0,4,newamerican,1
79,4.0,2,bbq,1
136,3.5,2,tradamerican,1
282,3.5,2,bars,1
992,4.0,3,lounges,1
283,3.5,2,bars,1
287,4.0,1,coffee,1
